time,S,I,R,beta_t
816,93840.43597200711,25.06918494780406,6134.494843044946,0.41135039567378756
817,93847.31829111135,26.40422379826274,6126.277485090258,0.40962499450928314
818,93853.70234790436,27.766088840734373,6118.531563254769,0.4078974150651967
819,93859.58420559762,29.151597475844408,6111.264196926374,0.406168169260602
820,93864.96133395968,30.55728754144021,6104.481378498712,0.40443776950835114
821,93869.83268511352,31.979428579947516,6098.187886306376,0.40270672856323564
822,93874.19876280091,33.41403610760101,6092.387201091334,0.40097555937004636
823,93878.06168333736,34.85688887867637,6087.0814277838035,0.39924477491157734
824,93881.42522717609,36.30354908656992,6082.271223737181,0.39751488805661667
825,93884.29488015233,37.74938530180296,6077.955734545709,0.3957864114079735
826,93886.67786429382,39.18959861889131,6074.132537087135,0.3940598571505826
827,93888.58315533375,40.61924910568627,6070.797595560402,0.39233573689973245
828,93890.02149186326,42.03328964040231,6067.945218496179,0.39061456154946284
829,93891.00536686397,43.42659599785019,6065.568037138015,0.388896841121176
830,93891.54900920222,44.794000716071935,6063.65699008153,0.3871830846125066
831,93891.66835254838,46.13032939288566,6062.201318058563,0.3854737998464938
832,93891.38099045916,47.430436915248194,6061.188572625414,0.3837694933211031
833,93890.70611890598,48.68924440904215,6060.6046366848195,0.3820706700591402
834,93889.66446629773,49.901776387390704,6060.433757314714,0.38037783345860104
835,93888.27821155095,51.063197641166205,6060.658590807734,0.3786914851435048
836,93886.57089077095,52.16884945383607,6061.260259775067,0.3770121248152513
837,93884.56729330217,53.21428472068646,6062.218421976993,0.37534025010455013
838,93882.29334802044,54.19530156341697,6063.511350416002,0.37367635642395947
839,93879.77600085724,55.10797504754589,6065.116024095066,0.37202093682108683
840,93877.04308464877,55.94868663305324,6067.008228718026,0.370374481832487
841,93874.12318248935,56.7141510177568,6069.162666492739,0.3687374793383073
842,93871.0454858401,57.40144006750072,6071.553074092233,0.3671104144177159
843,93867.83964869581,58.00800356498135,6074.152347739052,0.3654937692051631
844,93864.5356391569,58.5316865688953,6076.932674274042,0.36388802274751625
845,93861.16358974186,58.970743230188674,6079.865667027778,0.3622936508621053
846,93857.7536477677,59.32384669350869,6082.922505538599,0.3607111259957293
847,93854.3358273037,59.59009548808688,6086.074077208017,0.35914091708465934
848,93850.93986376474,59.769016048152736,6089.29112018692,0.35758348941568435
849,93847.59507247589,59.86056137490933,6092.544366149024,0.35603930448823445
850,93844.33021239078,59.865106008627464,6095.804681600424,0.3545088198776299
851,93841.17335606634,59.78343745089647,6099.043206482577,0.3529924890994911
852,93838.15176685544,59.61674416095343,6102.2314889834215,0.35149076147535313
853,93835.29178421485,59.36660034344472,6105.34161544154,0.3500040819995208
854,93832.61871789665,59.034947771306705,6108.34633433187,0.34853289120720776
855,93830.15675167684,58.624074918031155,6111.219173404953,0.3470776250439971
856,93827.92885714762,58.136593699519906,6113.9345491526765,0.34563871473665986
857,93825.95671797503,57.575414146129795,6116.467867878657,0.34421658666537447
858,93824.26066489678,56.94371734029157,6118.795617762764,0.34281166223738024
859,93822.85962161052,56.2449269597465,6120.89545142955,0.34142435776210633
860,93821.77106159033,55.482679796723716,6122.746258612756,0.34005508432780907
861,93821.01097572593,54.66079555783096,6124.328228716047,0.3387042476797583
862,93820.59385062111,53.78324632253642,6125.622903056183,0.3373722481000063
863,93820.5326572337,52.85412596675219,6126.613216799375,0.33605948028877564
864,93820.83884949246,51.8776198791745,6127.283530628194,0.33476633324750044
865,93821.52237240964,50.857975251422566,6127.619652338776,0.3334931901635574
866,93822.59167916112,49.799472217210194,6127.608848621507,0.3322404282967192
867,93824.05375653513,48.70639608632975,6127.239847378388,0.33100841886736365
868,93825.91415810386,47.5830108917634,6126.502831004222,0.3297975269464736
869,93828.17704443385,46.43353444004154,6125.389421125964,0.3286081113474583
870,93830.8452296224,45.262115025656406,6123.892655351795,0.3274405245198297
871,93833.9202334309,44.07280994071465,6122.00695662824,0.3262951124447633
872,93837.40233827734,42.86956588156154,6119.728095840948,0.32517221453257683
873,93841.29065035252,41.65620132531233,6117.053148322027,0.32407216352215573
874,93845.58316413405,40.43639092145576,6113.980444944348,0.3229952853823559
875,93850.27682958932,39.21365191715003,6110.509518493383,0.32194189921541067
876,93855.36762138114,37.99133261187628,6106.641046006822,0.3209123171623751
877,93860.8506094337,36.77260281039449,6102.376787755746,0.31990684431063227
878,93866.72003022963,35.560446227154024,6097.719523543056,0.31892577860348775
879,93872.96935825015,34.35765477508477,6092.672986974609,0.3179694107518836
880,93879.5913770436,33.16682465471983,6087.241798301506,0.31703802414825427
881,93886.57824942008,31.990354147863176,6081.431396431888,0.31613189478255166
882,93893.92158632725,30.830443008315775,6075.247970664287,0.31525129116046263
883,93901.61251401153,29.689093333438738,6068.698392654878,0.3143964742238454
884,93909.64173911535,28.568111793902627,6061.7901490906,0.3135676972734065
885,93917.99961140791,27.469113094633165,6054.5312754973065,0.3127652058936431
886,93926.67618389406,26.39352453762387,6046.930291568162,0.3119892378800702
887,93935.66127008981,25.34259155678806,6038.996138353262,0.31124002316875676
888,93944.94449829617,24.317384096177705,6030.738117607495,0.3105177837681914
889,93954.51536274521,23.318803707134663,6022.165833547499,0.3098227336934955
890,93964.36327152081,22.3475912342669,6013.28913724476,0.3091550789030067
891,93974.47759121665,21.404334988487452,6004.118073794699,0.3085150172372485
892,93984.84768829128,20.48947928161013,5994.662832426953,0.30790273836030624
893,93995.46296714047,19.603333226498115,5984.933699632886,0.3073184237036252
894,94006.31290491269,18.746079699840156,5974.941015387327,0.30676224641224864
895,94017.38708313201,17.917784382774073,5964.6951324850725,0.3062343712935113
896,94028.6752162042,17.118404796185665,5954.206378999458,0.3057349547682034
897,94040.16717690208,16.347799257211754,5943.485023840548,0.3052641448242196
898,94051.85301894152,15.605735691826744,5932.541245366494,0.3048220809727072
899,94063.72299677126,14.891900246150422,5921.3851029824145,0.304408894206726
900,94075.76758270993,14.205905646971702,5910.0265116429155,0.30402470696243206
901,94087.97748157068,13.547299269433395,5898.475219159712,0.3036696330827972
902,94100.34364291963,12.915570876994945,5886.740786203197,0.30334377778387517
903,94112.85727111767,12.31016000554354,5874.8325688766045,0.30304723762362357
904,94125.5098332965,11.730462969840744,5862.759703733495,0.30278010047329174
905,94138.29306542015,11.17583947634284,5850.531095103341,0.3025424454913826
906,94151.19897658208,10.64561883179597,5838.155404585947,0.3023343431001963
907,94164.21985168479,10.139105741874932,5825.641042573163,0.30215585496496256
908,94177.3482526458,9.65558569850455,5812.9961616555065,0.302007033975568
909,94190.57701826947,9.194329958381736,5800.228651771952,0.3018879242308835
910,94203.89926291826,8.754600118616084,5787.3461369629395,0.301798561025697
911,94217.30837411198,8.335652298345275,5774.3559735894905,0.301738970840255
912,94230.79800917703,7.936740937679403,5761.265249885103,0.3017091713324153
913,94244.36209106083,7.5571222274109,5748.0807867115645,0.3017091713324153
914,94257.99480342021,7.196057184621003,5734.809139394976,0.30173897084025497
915,94271.690585085307,6.852814390648707,5721.456600523847,0.301798561025697
916,94285.44412399377,6.5266724088937424,5708.029203597141,0.3018879242308835
917,94299.25035068279,6.216921900631819,5694.5327274163765,0.302007033975568
918,94313.10443142004,5.922867457458307,5680.9727011223,0.30215585496496256
919,94327.00176104742,5.643829169175642,5667.354409783199,0.3023343431001963
920,94340.93795560548,5.379143945928689,5653.682900448381,0.3025424454913826
921,94354.9088447997,5.128166613198944,5639.962988586881,0.30278010047329174
922,94368.91046436412,4.890270797918896,5626.1992648377545,0.30304723762362357
923,94382.93904837174,4.664849623486851,5612.3961020045745,0.30334377778387517
924,94396.99102153622,4.4513162308728305,5598.557662232715,0.3036696330827972
925,94411.06299154369,4.249104142329025,5584.6879043138,0.304024706962432
926,94425.15174144911,4.0576674834728435,5570.790591067237,0.30440889420672596
927,94439.25422216713,3.876481078714355,5556.869296753989,0.30482208097270713
928,94453.36754508295,3.7050404341683993,5542.9274144826995,0.30526414482421954
929,94467.48897480547,3.542861621338667,5528.968163573001,0.30573495476820334
930,94481.61592208064,3.389481073998823,5514.994596845165,0.3062343712935113
931,94495.74593688062,3.2444553098346547,5501.009607809355,0.3067622464122487
932,94509.87670168071,3.107360587560386,5487.015937731527,0.3073184237036252
933,94524.00602493391,2.977792509389244,5473.016182556494,0.3079027383603063
934,94538.13183474998,2.85536557792941,5459.012799671889,0.3085150172372484
935,94552.2521727843,2.73971271579677,5445.008114499703,0.30915507890300664
936,94566.36518833958,2.6304847554893973,5431.004326904716,0.30982273369349544
937,94580.46913268183,2.527349906358628,5417.003517411604,0.31051778376819134
938,94594.5623535703,2.4299932048400485,5403.007653224643,0.3112400231687567
939,94608.64329000037,2.3381159534763403,5389.018594045934,0.3119892378800702
940,94622.71046715631,2.251435153673426,5375.038097689798,0.31276520589364315
941,94636.76249157064,2.1696829365821118,5361.067825492554,0.3135676972734065
942,94650.79804648549,2.09260599598922,5347.109347518301,0.3143964742238453
943,94664.81588741067,2.019965026634447,5333.164147562469,0.3152512911604626
944,94678.81483787278,1.9515341709410157,5319.233627956057,0.3161318947825516
945,94692.79378534871,1.8871004767584492,5305.319114174306,0.31703802414825416
946,94706.751677377,1.8264633683631268,5291.421859254418,0.3179694107518835
947,94720.68751783959,1.7694341326452223,5277.543048027566,0.3189257786034877
948,94734.6003634066,1.7158354221275927,5263.683801171061,0.31990684431063227
949,94748.48932013659,1.6655007762115488,5249.845179086982,0.32091231716237517
950,94762.35354022389,1.618274161824536,5236.028185614055,0.32194189921541044
951,94776.19221888551,1.5740095344539782,5222.2337715798085,0.3229952853823557
952,94790.00459137898,1.5325704203882942,5208.462838200417,0.3240721635221557
953,94803.78993014313,1.4938295208488384,5194.7162403358025,0.3251722145325768
954,94817.54754205342,1.4576683385838514,5180.994789607787,0.32629511244476317
955,94831.27676578317,1.423976827406073,5167.29925738921,0.32744052451982963
956,94844.97696926261,1.3926530650882756,5153.630377672101,0.32860811134745826
957,94858.64754722675,1.3636029499845415,5139.98884982305,0.32979752694647335
958,94872.28791884401,1.3367399217187235,5126.375341234055,0.33100841886736343
959,94885.89752541632,1.311984706274409,5112.790489877186,0.33224042829671896
960,94899.47582814241,1.2892650858322772,5099.23490677153,0.33349319016355716
961,94913.02230593511,1.2685156937305757,5085.709178370935,0.3347663332475003
962,94926.53645328361,1.24967783497232,5072.213868881204,0.33605948028877547
963,94940.01777815148,1.2326993327687423,5058.7495225155335,0.3373722481000062
964,94953.46579990098,1.2175344016926573,5045.316665697107,0.3387042476797584
965,94966.88004723372,1.2041435481182352,5031.915809217956,0.34005508432780907
966,94980.26005613762,1.192493498745826,5018.547450363431,0.34142435776210606
967,94993.60536782976,1.1825571581529557,5005.212075011876,0.34281166223738
968,95006.91552668392,1.1743135964766171,4991.910159719404,0.3442165866653743
969,95020.1900781312,1.1677480685190786,4978.642173800068,0.34563871473665975
970,95033.42856652188,1.1628520657815689,4965.4085814121345,0.3470776250439969
971,95046.63053293491,1.1596234031695758,4952.209843661696,0.348532891207208
972,95059.79551292196,1.1580663423829365,4939.046420735436,0.3500040819995209
973,95072.92303417041,1.1581917543064688,4925.9187740750585,0.3514907614753532
974,95086.01261407004,1.1600173230563986,4912.8273686066805,0.35299248909949116
975,95099.06375716566,1.1635677947185143,4899.772675039401,0.3545088198776298
976,95112.07595247723,1.1688752742407962,4886.7551722482995,0.35603930448823434
977,95125.04867066705,1.1759795744219774,4873.775349758292,0.35758348941568424
978,95137.98136103165,1.1849286214745953,4860.833710346661,0.3591409170846592
979,95150.87344829395,1.195778922244147,4847.930772783579,0.3607111259957292
980,95163.72432916921,1.2085960988435995,4835.067074731715,0.3622936508621053
981,95176.53336867454,1.2234554972245406,4822.243175827998,0.3638880227475163
982,95189.29989614987,1.2404428770640474,4809.459660972849,0.3654937692051632
983,95202.02320095371,1.2596551913127674,4796.717143854743,0.36711041441771564
984,95214.70252779408,1.2812014648395305,4784.016270740852,0.3687374793383072
985,95227.33707164919,1.3052037828380088,4771.357724567751,0.37037448183248695
986,95239.92597222884,1.33179840105078,4758.742229369888,0.37202093682108667
987,95252.46830792069,1.3611369914378566,4746.170555087651,0.37367635642395935
988,95264.96308915949,1.3933880386956825,4733.643522801603,0.37534025010455
989,95277.40925114996,1.4287384050477836,4721.162010444765,0.37701212481525137
990,95289.80564586587,1.4673950830131257,4708.72695905089,0.37869148514350454
991,95302.1510332379,1.5095871584508496,4696.339379603438,0.38037783345860077
992,95314.44407143291,1.5555680091243955,4684.000360557741,0.3820706700591399
993,95326.68330611484,1.6056177673743186,4671.7110761175845,0.3837694933211032
994,95338.86715856318,1.6600460792951628,4659.472795357315,0.3854737998464937
995,95350.99391251079,1.7191951971439605,4647.286892291867,0.38718308461250645
996,95363.06169954332,1.7834434466426097,4635.154857009829,0.3888968411211759
997,95375.06848288422,1.8532091164612217,4623.078307999133,0.39061456154946295
998,95387.01203936482,1.928954823585571,4611.059005811394,0.3923357368997321
999,95398.88993935462,2.0111924155950938,4599.098868229602,0.3940598571505823
1000,95410.69952439549,2.100488479242353,4587.19998712508,0.39578641140797316
1001,95422.43788225176,2.1974705342844834,4575.3646472137625,0.3975148880566166
1002,95434.101819048,2.30283400244947,4563.595346949365,0.3992447749115772
1003,95445.6878281236,2.4173500539297494,4551.894821822285,0.4009755593700463
1004,95457.19205518291,2.541874448118493,4540.266070368781,0.40270672856323575
1005,95468.61025926244,2.6773575017120197,4528.712383235654,0.4044377695083512
1006,95479.93776897162,2.824855336108892,4517.23737569208,0.4061681692606021
1007,95491.16943338893,2.9855425776042996,4505.84502403327,0.40789741506519633
1008,95502.29956690999,3.160726708624887,4494.539706381183,0.4096249945092831
1009,95513.32188724639,3.3518642966559886,4483.326248456751,0.4113503956737875
1010,95524.22944566241,3.560579360136187,4472.209974977261,0.4130731072851078
1011,95535.01454840858,3.7886841680742833,4461.196767423157,0.4147926188666145
1012,95545.66866816433,4.038202813220786,4450.29312902227,0.41650842088991624
1013,95556.18234413334,4.3113979481525755,4439.506257918331,0.4182200049258426
1014,95566.54506924236,4.610801130588368,4428.8441296268875,0.41992686379510513
1015,95576.74516267214,4.9392472897762865,4418.315590037913,0.4216284917185839
1016,95586.76962569507,5.29991390118682,4407.930460403589,0.4233243844672011
1017,95596.6039785009,5.696365543504354,4397.699655955445,0.4250140395113348
1018,95606.23207535702,6.1326046117615265,4387.635320031064,0.42669695616972986
1019,95615.6358950627,6.61312907538106,4377.75097586175,0.42837263575786017
1020,95624.79530321367,7.142998302146132,4368.061698484012,0.43004058173569926
1021,95633.68778228293,7.727908121306811,4358.584309595601,0.43170029985485675
1022,95642.28812493761,8.374276474106965,4349.337598588115,0.43335129830503444
1023,95650.56808533752,9.08934120135506,4340.342573460941,0.43499308785976004
1024,95658.49598238614,9.881271749090407,4331.622745864596,0.4366251820213558
1025,95666.03624801451,10.759296839241713,4323.20445514607,0.4382470971650981
1026,95673.14891255609,11.733850457309615,4315.117236986419,0.43985835268252643
1027,95679.78901809537,12.816738858984364,4307.394243045467,0.44145847112385644
1028,95685.90594932601,14.021331698299043,4300.072718975524,0.44304697833946105
1029,95691.44266990844,15.362780838104758,4293.194549253297,0.4446234036203695
1030,95696.33485054671,16.85827092662906,4286.806878526507,0.446187279837749
1031,95700.50987297868,18.527306419484887,4280.962820601675,0.447738143581325
1032,95703.88569175983,20.39204040301047,4275.722267837005,0.44927553529670006
1033,95706.36953308193,22.47765134075488,4271.152815577167,0.45079899942152923
1034,95707.85640686554,24.81277472871195,4267.330818405586,0.45230808452051346
1035,95708.22740495778,27.42999761442117,4264.342597427646,0.45380234341916875
1036,95707.34775441221,30.366425016908995,4262.285820570729,0.45528133333633497
1037,95705.06459048555,33.66432848297765,4261.271081031321,0.45674461601538063
1038,95701.20440911487,37.3718883312114,4261.42370255376,0.45819175785406713
1039,95695.57015320988,41.54404256325797,4262.8858042266975,0.45962233003303593
1040,95687.93788108435,46.243456949102026,4265.818661966372,0.4610359086428766
1041,95678.05295875795,51.54163239382672,4270.405408848044,0.4624320748097396
1042,95665.62571070924,57.520167325515665,4276.854121965061,0.4638104148194571
1043,95650.32645602003,64.27219444183976,4285.40134953793,0.46517052024013794
1044,95631.77984884569,71.90401261889654,4296.316138535232,0.4665119880431922
1045,95609.55843398339,80.53693597930106,4309.904630037123,0.4678344207227589
1046,95583.17532031347,90.30938283912441,4326.515296847219,0.46913742641349404
1047,95552.07586752292,101.37922723220794,4346.5449052446875,0.47042061900669085
1048,95515.62827553436,113.92643455876177,4370.445289906693,0.47168361826469
1049,95473.11296204444,128.15600014680956,4398.731037808555,0.4729260499335539
1050,95423.71061361338,144.30120466947292,4431.988181716956,0.474147545853965
1051,95366.4888020265,162.62719152407078,4470.884006449239,0.4753477440703202
1052,95300.38706808875,183.4348596870627,4516.1780722240155,0.4765262889379858
1053,95224.20039791708,207.06504741177767,4568.734554670982,0.4776828312286818
1054,95136.56106032358,233.90295562162686,4629.535984054637,0.4788170282339676
1055,95035.91882594475,264.38272587748156,4699.698448177598,0.4799285438667926
1056,94920.5196736433,298.99204043071,4780.488285925813,0.48101704876108625
1057,94788.3832061565,338.2765498249687,4873.340244018354,0.4820822203693566
1058,94637.27915381322,382.84385373627134,4979.876992450345,0.4831237430582677
1059,94464.70355334585,433.36665984260105,5101.929786811383,0.48414130820216916
1060,94267.85545753773,490.5846211344445,5241.559921327672,0.4851346142745476
1061,94043.61537001855,555.3042029207226,5401.080427060579,0.48610336693737677
1062,93788.52701496512,628.395757869731,5583.077227164997,0.4870472791283352
1063,93498.78451385793,710.7868103149729,5790.428675826946,0.4879660711458693
1064,93170.22778868949,803.4502678038474,6026.321943506516,0.4888594707320754
1065,92798.3492358932,907.3862803039947,6294.264483802668,0.48972721315337464
1066,92378.31576724001,1023.596108206917,6598.088124552942,0.49056904127896045
1067,91905.0106747261,1153.0464411449825,6941.942884128791,0.49138470565699105
1068,91373.1001946015,1296.6226637846858,7330.27714161367,0.4921739645885075
1069,90777.129790586,1455.069925335808,7767.800284078068,0.49293658419905495
1070,90111.65472682085,1628.9215278535112,8259.423745325501,0.4936723385079843
1071,89371.40846117535,1818.4152308247849,8810.176307999729,0.49438100949541447
1072,88551.51041246,2023.3995667441648,9425.090020795695,0.49506238716683787
1073,87647.71137282767,2243.2344475792356,10109.054179592955,0.49571626961534515
1074,86656.67078447113,2476.6926645338717,10866.636550994872,0.49634246308145485
1075,85576.25484391027,2721.87154303068,11701.87361305891,0.4969407820105283
1076,84405.83829280357,2976.1263968774406,12618.035310318843,0.49751104910775434
1077,83146.58730073599,3236.0389641171905,13617.373735146688,0.49805309539068465
1078,81801.696648981,3497.433912166948,14700.86943885191,0.4985667602393073
1079,80376.5501112071,3755.4554805524294,15867.994408240324,0.49905189144364176
1080,78878.7796723562,4004.709225245604,17116.511102398046,0.49950834524884213
1081,77318.19944422707,4239.469903491364,18442.330652281413,0.49993598639779496
1082,75706.60406876521,4453.945457174599,19839.450474060028,0.5003346881711985
1083,74057.43390693607,4642.579252467365,21299.986840596397,0.5007043324251128
1084,72385.32524263856,4800.363917066208,22814.310840295057,0.5010448096259676
1085,70705.57780288623,4923.1362286142985,24371.285968499298,0.5013560188830204
1086,69033.58172004351,5007.8223789976955,25958.595900958622,0.5016378679782516
1087,67384.25102814488,5052.6079614050395,27563.141010449915,0.5018902733936919
1088,65771.50834103017,5057.016212461319,29171.47544650835,0.5021131603361688
1089,64207.85736865461,5021.889700842981,30770.25293050225,0.5023064627594714
1090,62704.067524877544,4949.282478511832,32346.649996610464,0.5024701233839197
1091,61268.980933199324,4842.279572371065,33888.73949442944,0.5026040937133387
1092,59909.43885807935,4704.767077403032,35385.79406451745,0.5027083340494283
1093,58630.31401638749,4541.178401709648,36828.5075819027,0.5027828135035274
1094,57434.62819252902,4356.240772320404,38209.13103515042,0.5028275100057662
1095,56323.73185426516,4154.7419719028685,39521.52617383179,0.5028424103116065
